Last,Brett,Kode,Art,Vernalisering,Antall planter,Når registrert, comment,,
36,5,36-05,Solanum nigrum ssp.  nigrum,EV,1,5/3/2016,,,
36,5,36-05,Stellaria media,FV,1,10/6/2015,,,
37,1,37-01,Cardamine hirsuta,FV,2,10/6/2015,,,
37,1,37-01,Cardamine hirsuta,FV,1,10/19/2015,,,
37,1,37-01,Cardamine hirsuta,EV,1,5/3/2016,,,
37,1,37-01,Cirsium arvensis,EV,1,5/3/2016,,,
37,1,37-01,Cirsium arvensis,EV,1,5/30/2016,,,
37,1,37-01,Ilex sp.,FV,1,12/13/2016,,,
37,1,37-01,Juncus bufonius,FV,1,11/3/2015,,,
37,1,37-01,Juncus bufonius,FV,1,11/3/2015,,,
37,1,37-01,Juncus bufonius,FV,1,1/7/2016,,,
37,1,37-01,Poa annua,FV,1,11/3/2015,,,
37,1,37-01,Senecio vulgaris,FV,1,12/3/2015,,,
37,1,37-01,Sonchus oleraceus,EV,1,5/23/2016,,,
37,2,37-02,Cardamine hirsuta,FV,1,10/6/2015,,,
37,2,37-02,Crepis tectorum,EV,1,5/11/2016,,,
37,2,37-02,Sagina procumbens,FV,1,11/3/2015,,,
37,2,37-02,Sagina procumbens,EV,1,5/30/2016,,,
37,3,37-03,Buddleia davidii,EV,1,8/1/2016,,,
37,3,37-03,Cardamine hirsuta,FV,1,10/6/2015,,,
37,3,37-03,Chenopodium album,EV,2,5/3/2016,,,
37,4,37-04,Chenopodium album,EV,3,4/25/2016,,,
37,4,37-04,Juncus bufonius,FV,1,1/7/2016,,,
37,4,37-04,Stellaria media,FV,2,10/6/2015,,,
37,5,37-05,Cardamine hirsuta,FV,1,10/6/2015,,,
37,5,37-05,Cerastium glomeratum,FV,1,10/6/2015,,,
37,5,37-05,Chenopodium album,FV,1,10/6/2015,,,
37,5,37-05,Poa annua,EV,1,5/3/2016,,,
37,5,37-05,Poa annua,EV,1,5/30/2016,,,
37,5,37-05,Sagina procumbens,FV,14,11/3/2015,,,
37,5,37-05,Sagina procumbens,EV,5,5/30/2016,,,
38,1,38-01,Calluna vulgaris,FV,1,12/3/2015,,,
38,1,38-01,Cardamine hirsuta,FV,1,10/6/2015,,,
38,1,38-01,Poa annua,FV,3,10/6/2015,,,
38,1,38-01,Rumex acetosella ssp. acetosella,EV,1,5/11/2016,,,
38,1,38-01,Rumex acetosella ssp. acetosella,EV,1,5/30/2016,,,
38,1,38-01,Sagina procumbens,FV,1,11/3/2015,,,
38,1,38-01,Sagina procumbens,EV,5,5/30/2016,,,
38,1,38-01,Sagina procumbens,EV,1,6/2/2016,,,
38,2,38-02,Cerastium glomeratum,FV,2,10/6/2015,,,
38,2,38-02,Chenopodium album,FV,2,10/6/2015,,,
38,2,38-02,Chenopodium album,EV,3,5/3/2016,,,
38,2,38-02,Sagina procumbens,FV,5,10/19/2015,,,
38,2,38-02,Sagina procumbens,EV,1,5/3/2016,,,
38,2,38-02,Sagina procumbens,EV,4,5/23/2016,,,
38,2,38-02,Sagina procumbens,EV,9,5/30/2016,,,
38,2,38-02,Stellaria media,FV,1,10/19/2015,,,
38,3,38-03,Chenopodium album,FV,2,10/6/2015,,,
38,3,38-03,Persicaria laphatifolia ssp. lapathifolia,FV,1,12/15/2015,,,
38,3,38-03,Persicaria laphatifolia ssp. pallida,FV,1,12/17/2015,,,
38,3,38-03,Poa annua,FV,1,11/3/2015,"Denne dato sådd trollnypefrø for Odd. Høstet 30.10.2015 ved Øvre Fossum, Stovner (ett brett). Ingen nyper spirte",,
38,3,38-03,Poa annua,FV,10,10/6/2015,,,
38,3,38-03,Poa annua,EV,1,5/30/2016,,,
38,3,38-03,Sagina procumbens,FV,1,11/3/2015,,,
38,3,38-03,Sagina procumbens,EV,1,5/11/2016,,,
38,3,38-03,Sagina procumbens,EV,1,5/30/2016,,,
38,3,38-03,Sagina procumbens,EV,1,6/2/2016,,,
38,3,38-03,Stellaria media,FV,1,10/6/2015,NB! Dette høye tallet stemmer!,,
38,4,38-04,Cerastium glomeratum,FV,5,10/6/2015,,,
38,4,38-04,Cerastium glomeratum,FV,1,11/3/2015,,,
38,4,38-04,Chenopodium polyspermum,FV,1,6/10/2016,,,
38,4,38-04,Parietaria officinalis,EV,1,5/23/2016,,,
38,4,38-04,Poa annua,FV,1,10/6/2015,,,
38,5,38-05,Capsella bursa-pastoris,EV,1,5/3/2016,,,
38,5,38-05,Chenopodium album,FV,1,10/6/2015,,,
38,5,38-05,Juncus bufonius,EV,1,5/3/2016,,,
38,5,38-05,Sagina procumbens,FV,37,10/6/2015,,,
38,5,38-05,Sagina procumbens,FV,3,11/3/2015,,,
38,5,38-05,Sagina procumbens,FV,3,12/3/2015,,,
38,5,38-05,Sagina procumbens,EV,3,5/3/2016,,,
38,5,38-05,Sagina procumbens,EV,11,5/23/2016,,,
38,5,38-05,Stellaria media,FV,1,10/6/2015,,,
38,5,38-05,Stellaria media,FV,1,11/3/2015,,,
39,1,39-01,Cardamine hirsuta,FV,6,10/6/2015,,,
39,1,39-01,Cardamine hirsuta,FV,1,11/3/2015,,,
39,1,39-01,Cardamine hirsuta,EV,1,6/2/2016,,,
39,1,39-01,Chenopodium album,FV,2,10/6/2015,,,
39,1,39-01,Oxalis corniculata,FV,1,11/10/2015,,,
39,1,39-01,Senecio vulgaris,FV,1,10/19/2015,,,
39,2,39-02,Cardamine hirsuta,FV,1,10/6/2015,,,
39,2,39-02,Cardamine hirsuta,FV,1,11/3/2015,,,
39,2,39-02,Poa annua,EV,1,5/23/2016,,,
39,3,39-03,Cardamine hirsuta,FV,2,10/6/2015,,,
39,3,39-03,Sagina procumbens,FV,1,12/3/2015,,,
39,4,39-04,Cerastium glomeratum,EV,1,5/3/2016,,,
39,5,39-05,Cardamine hirsuta,FV,1,10/6/2015,,,
39,5,39-05,Chenopodium album,EV,1,4/25/2016,,,
39,5,39-05,Poa annua,FV,1,10/6/2015,,,
39,5,39-05,Sagina procumbens,FV,1,11/3/2015,,,
40,1,40-01,Chenopodium album,FV,1,11/3/2015,,,
40,1,40-01,Matricaria perforata,FV,1,10/19/2015,,,
40,1,40-01,Poa annua,FV,5,11/3/2015,,,
40,2,40-02,Chenopodium album,FV,1,10/19/2015,,,
40,2,40-02,Epilobium ciliatum,FV,1,11/3/2015,,,
40,2,40-02,Poa annua,FV,4,11/3/2015,,,
40,2,40-02,Poa annua,FV,1,12/15/2015,,,
40,2,40-02,Trifolium pratensis,EV,1,5/11/2016,,,
40,3,40-03,Cardamine hirsuta,FV,2,10/19/2015,,,
40,3,40-03,Juncus bufonius,FV,1,11/3/2015,,,
40,3,40-03,Juncus filiformis,EV,1,3/1/2016,,,
40,3,40-03,Poa annua,FV,3,11/3/2015,,,
40,3,40-03,Poa annua,FV,1,12/15/2015,,,
40,4,40-04,Chenopodium album,EV,2,4/25/2016,,,
40,4,40-04,Chenopodium album,EV,2,5/11/2016,,,
40,4,40-04,Poa annua,FV,2,11/3/2015,,,
40,4,40-04,Poa annua,EV,1,5/30/2016,,,
40,4,40-04,Sagina procumbens,FV,1,11/3/2015,,,
40,4,40-04,Sagina procumbens,EV,1,5/3/2016,,,
40,4,40-04,Senecio vulgaris,FV,1,10/19/2015,,,
40,5,40-05,Cardamine hirsuta,FV,1,10/19/2015,,,
40,5,40-05,Cardamine hirsuta,FV,1,11/3/2015,,,
40,5,40-05,Poa annua,FV,2,11/3/2015,,,
41,1,41-01,Cardamine hirsuta,FV,15,10/19/2015,,,
41,1,41-01,Cardamine hirsuta,FV,1,11/3/2015,,,
41,1,41-01,Cardamine hirsuta,FV,5,11/3/2015,,,
41,1,41-01,Cardamine hirsuta,FV,2,12/17/2015,,,
41,1,41-01,Cardamine hirsuta,EV,1,5/3/2016,,,
41,1,41-01,Chenopodium album,FV,2,10/19/2015,,,
41,1,41-01,Poa annua,FV,1,11/3/2015,,,
41,1,41-01,Sagina procumbens,FV,36,10/19/2015,,,
41,1,41-01,Sagina procumbens,FV,13,11/3/2015,,,
41,1,41-01,Sagina procumbens,FV,4,12/3/2015,,,
41,1,41-01,Sagina procumbens,EV,1,5/3/2016,,,
41,1,41-01,Sagina procumbens,EV,4,5/11/2016,,,
41,1,41-01,Sagina procumbens,EV,10,5/30/2016,,,
41,1,41-01,Sagina procumbens,EV,1,6/2/2016,,,
41,2,41-02,Betula pendula,EV,1,5/30/2016,,,
41,2,41-02,Cerastium glomeratum,FV,2,10/19/2015,,,
41,2,41-02,Poa annua,FV,2,10/19/2015,,,
41,2,41-02,Poa annua,FV,1,11/3/2015,,,
41,2,41-02,Poa annua,EV,1,5/3/2016,,,
41,3,41-03,Cardamine hirsuta,FV,6,10/19/2015,,,
41,3,41-03,Cardamine hirsuta,FV,3,11/3/2015,,,
41,3,41-03,Cardamine hirsuta,FV,2,12/3/2015,,,
41,3,41-03,Cardamine hirsuta,EV,1,5/3/2016,,,
41,3,41-03,Cardamine hirsuta,EV,2,5/30/2016,,,
41,3,41-03,Epilobium ciliatum ,EV,1,5/30/2016,,,
41,3,41-03,Ranunculus acris,EV,1,6/2/2016,,,
41,4,41-04,Chenopodium album,EV,1,5/3/2016,,,
41,5,41-05,Cardamine hirsuta,FV,1,10/19/2015,,,
41,5,41-05,Chenopodium album,FV,1,11/3/2015,,,
42,1,42-01,Chenopodium album,FV,2,10/19/2015,,,
42,1,42-01,Oxalis corniculata,EV,1,5/3/2016,,,
42,1,42-01,Poa annua,EV,1,5/3/2016,,,
42,1,42-01,Ranunculus sceleratus,FV,1,8/1/2016,NB! Dato stemmer. Planten satt til vernalisering. Og blomstret første neste år,,
42,1,42-01,Sagina procumbens,EV,1,5/23/2016,,,
42,1,42-01,Stellaria media,FV,1,10/19/2015,,,
42,1,42-01,Stellaria media,FV,5,12/3/2015,,,
42,2,42-02,Juncus bufonius,FV,1,11/10/2015,,,
42,3,42-03,Betula pendula,EV,2,5/11/2016,,,
42,3,42-03,Juncus bufonius,FV,1,11/10/2015,,,
42,4,42-04,Cardamine hirsuta,EV,1,5/23/2016,,,
42,4,42-04,Chenopodium album,FV,1,10/19/2015,,,
42,4,42-04,Chenopodium album,EV,1,4/25/2016,,,
42,4,42-04,Epilobium ciliatum,FV,1,11/3/2015,,,
42,4,42-04,Juncus bufonius,FV,1,11/10/2015,,,
42,4,42-04,Persicaria laphatifolia ssp. lapathifolia,EV,1,5/11/2016,,,
42,4,42-04,Poa annua,FV,3,11/3/2015,,,
42,5,42-05,Chenopodium album,FV,3,10/19/2015,,,
42,5,42-05,Juncus bufonius,FV,2,11/10/2015,,,
42,5,42-05,Persicaria laphatifolia ssp. lapathifolia,EV,1,5/11/2016,,,
42,5,42-05,Poa nemoralis,FV,1,11/10/2015,,,
43,1,43-01,Chenopodium album,FV,1,10/19/2015,,,
43,1,43-01,Juncus bufonius,FV,1,11/10/2015,,,
43,1,43-01,Poa annua,FV,1,11/3/2015,,,
43,2,43-02,Epilobium ciliatum,FV,1,11/10/2015,,,
43,2,43-02,Epilobium roseum,FV,2,11/10/2015,,,
43,2,43-02,Juncus bufonius,FV,1,12/15/2015,,,
43,2,43-02,Poa annua,FV,6,11/3/2015,,,
43,2,43-02,Poa annua,EV,1,6/2/2016,,,
43,3,43-03,Betula pendula,EV,1,5/3/2016,,,
43,3,43-03,Chenopodium album,FV,4,10/19/2015,,,
43,3,43-03,Chenopodium album,EV,1,5/3/2016,,,
43,3,43-03,Poa annua,FV,6,11/3/2015,,,
43,4,43-04,Cerastium glomeratum,FV,1,10/19/2015,,,
43,4,43-04,Juncus bufonius,FV,1,12/15/2015,,,
43,4,43-04,Poa annua,FV,5,11/3/2015,,,
43,5,43-05,Cardamine hirsuta,FV,1,10/19/2015,,,
43,5,43-05,Chenopodium album,EV,1,4/25/2016,,,
43,5,43-05,Poa annua,FV,1,11/3/2015,,,
43,5,43-05,Poa annua,EV,2,5/3/2016,,,
43,5,43-05,Poa annua,EV,1,5/23/2016,,,
43,5,43-05,Senecio vulgaris,FV,1,10/19/2015,,,
44,1,44-01,Chenopodium album,EV,1,4/25/2016,,,
44,1,44-01,Matricaria perforata,FV,1,11/10/2015,,,
44,1,44-01,Rumex acetosella ssp. acetosella,FV,1,11/3/2015,,,
44,1,44-01,Sonchus oleraceus,EV,1,5/30/2016,,,
44,2,44-02,Cerastium glomeratum,FV,1,10/19/2015,,,
44,2,44-02,Chenopodium album,FV,2,10/19/2015,,,
44,2,44-02,Juncus bufonius,FV,3,11/10/2015,,,
44,2,44-02,Poa annua,FV,1,11/3/2015,,,
44,2,44-02,Senecio vulgaris,FV,1,10/19/2015,,,
44,3,44-03,Cardamine hirsuta,FV,1,10/19/2015,,,
44,4,44-04,Chenopodium album,EV,1,4/25/2016,,,
44,4,44-04,Cirsium arvensis,EV,1,5/3/2016,,,
44,4,44-04,Juncus bufonius,FV,1,11/10/2015,,,
44,4,44-04,Poa annua,FV,1,11/3/2015,,,
44,4,44-04,Senecio vulgaris,FV,1,11/3/2015,,,
44,5,44-05,Chenopodium album,FV,2,10/19/2015,,,
44,5,44-05,Rumex acetosella ssp. acetosella,FV,1,11/10/2015,,,
44,5,44-05,Senecio vulgaris,FV,1,11/3/2015,,,
44,5,44-05,Veronica serpyllifolia ssp. serpyllifolia,FV,1,12/17/2015,,,
45,1,45-01,Cardamine hirsuta,EV,1,12/6/2016,,,
45,2,45-02,Cardamine hirsuta,EV,1,12/6/2016,,,
45,2,45-02,Cardamine hirsuta,EV,1,1/3/2017,,,
45,2,45-02,Juncus bufonius,FV,2,6/10/2016,,,
45,3,45-03,Cardamine hirsuta,FV,26,5/23/2016,,,
45,3,45-03,Cardamine hirsuta,FV,3,5/30/2016,,,
45,3,45-03,Cardamine hirsuta,FV,4,6/10/2016,,,
45,3,45-03,Cardamine hirsuta,FV,2,6/21/2016,,,
45,3,45-03,Cardamine hirsuta,FV,1,6/24/2016,,,
45,3,45-03,Cardamine hirsuta,FV,5,8/1/2016,,,
45,3,45-03,Cardamine hirsuta,FV,1,8/16/2016,,,
45,3,45-03,Cardamine hirsuta,EV,5,12/6/2016,,,
45,3,45-03,Cardamine hirsuta,EV,3,1/3/2017,,,
45,3,45-03,Chenopodium album,FV,1,5/23/2016,,,
45,3,45-03,Clematis tangutica,EV,1,1/3/2017,,,
45,3,45-03,Coronopus didymus,FV,1,8/16/2016,,,
45,3,45-03,Juncus bufonius,FV,1,6/10/2016,,,
45,3,45-03,Poa annua,FV,1,8/16/2016,,,
45,3,45-03,Poa annua,EV,3,12/6/2016,,,
45,3,45-03,Sonchus oleraceus,FV,1,5/23/2016,,,
45,4,45-04,Cardamine hirsuta,FV,7,5/23/2016,,,
45,4,45-04,Cardamine hirsuta,FV,2,5/30/2016,,,
45,4,45-04,Cardamine hirsuta,FV,1,8/16/2016,,,
45,4,45-04,Cardamine hirsuta,EV,1,12/6/2016,,,
45,4,45-04,Chenopodium album,FV,1,5/23/2016,,,
45,4,45-04,Poa annua,FV,2,5/23/2016,,,
45,4,45-04,Poa annua,FV,1,6/10/2016,,,
45,4,45-04,Poa annua,FV,1,8/1/2016,,,
45,4,45-04,Poa annua,FV,1,8/16/2016,,,
45,4,45-04,Stellaria media,FV,1,5/23/2016,,,
45,5,45-05,Cardamine hirsuta,FV,46,5/23/2016,,,
45,5,45-05,Cardamine hirsuta,FV,5,5/30/2016,,,
45,5,45-05,Cardamine hirsuta,FV,5,6/10/2016,,,
45,5,45-05,Cardamine hirsuta,FV,1,6/28/2016,,,
45,5,45-05,Cardamine hirsuta,FV,11,1/5/1900,,,
45,5,45-05,Cardamine hirsuta,FV,4,8/16/2016,,,
45,5,45-05,Cardamine hirsuta,EV,1,12/6/2016,,,
45,5,45-05,Cardamine hirsuta,EV,25,12/6/2016,,,
45,5,45-05,Cardamine hirsuta,EV,4,1/3/2017,,,
45,5,45-05,Cerastium fontanum,EV,1,1/3/2017,,,
45,5,45-05,Cerastium glomeratum,FV,1,6/21/2016,,,
45,5,45-05,Cerastium glomeratum,FV,1,8/16/2016,,,
45,5,45-05,Cerastium glomeratum,EV,3,12/6/2016,,,
45,5,45-05,Cerastium glomeratum,EV,1,1/5/2017,,,
45,5,45-05,Chenopodium album,FV,2,5/23/2016,,,
45,5,45-05,Chenopodium album,EV,1,12/6/2016,,,
45,5,45-05,Dittrichia viscosa,FV,1,8/16/2016,,,
45,5,45-05,Oxalis corniculata,FV,2,6/3/2016,,,
45,5,45-05,Oxalis corniculata,FV,2,8/16/2016,,,
45,5,45-05,Parietaria officinalis,EV,1,1/3/2017,,,
45,5,45-05,Poa annua,FV,1,6/10/2016,,,
45,5,45-05,Sonchus oleraceus,FV,1,5/23/2016,,,
45,5,45-05,Stellaria media,FV,1,6/28/2016,,,
45,5,45-05,Stellaria media,FV,2,8/16/2016,,,
45,5,45-05,Stellaria media,EV,3,12/6/2016,,,
45,5,45-05,Stellaria media,EV,2,1/3/2017,,,
46,1,46-01,Arabis thaliana,EV,1,1/3/2017,,,
46,1,46-01,Betula pendula,FV,1,6/28/2016,,,
46,1,46-01,Betula pendula,FV,1,8/16/2016,,,
46,1,46-01,Betula pendula,EV,1,1/5/2017,,,
46,1,46-01,Cardamine hirsuta,EV,6,12/6/2016,,,
46,1,46-01,Cardamine hirsuta,EV,5,1/3/2017,,,
46,1,46-01,Juncus bufonius,FV,1,6/21/2016,,,
46,1,46-01,Juncus bufonius,FV,2,8/16/2016,,,
46,1,46-01,Plantago major ssp.major,FV,1,5/23/2016,,,
46,1,46-01,Sagina procumbens,FV,1,8/16/2016,,,
46,1,46-01,Solanum nigrum ssp.  nigrum,FV,10,5/23/2016,,,
46,2,46-02,Cardamine hirsuta,FV,3,5/23/2016,,,
46,2,46-02,Cardamine hirsuta,EV,3,12/6/2016,,,
46,2,46-02,Cardamine hirsuta,EV,1,1/3/2017,,,
46,2,46-02,Chenopodium album,FV,4,5/23/2016,,,
46,2,46-02,Poa annua,FV,3,5/23/2016,,,
46,2,46-02,Poa annua,FV,1,6/21/2016,,,
46,2,46-02,Solanum nigrum ssp.  nigrum,FV,1,5/23/2016,,,
46,3,46-03,Agrostis capillaris,FV,1,6/28/2016,,,
46,3,46-03,Betula pendula,FV,3,5/30/2016,,,
46,3,46-03,Betula pendula,FV,1,6/28/2016,,,
46,3,46-03,Cardamine hirsuta,FV,4,5/23/2016,,,
46,3,46-03,Cardamine hirsuta,FV,1,5/30/2016,,,
46,3,46-03,Cardamine hirsuta,FV,1,8/1/2016,,,
46,3,46-03,Cardamine hirsuta,FV,1,8/16/2016,,,
46,3,46-03,Cardamine hirsuta,EV,5,12/6/2016,,,
46,3,46-03,Cerastium glomeratum,EV,1,12/6/2016,,,
46,3,46-03,Chenopodium album,FV,1,5/23/2016,,,
46,3,46-03,Oxalis corniculata,FV,1,6/3/2016,,,
46,3,46-03,Poa annua,FV,3,5/23/2016,,,
46,3,46-03,Poa annua,FV,1,6/21/2016,,,
46,3,46-03,Poa annua,EV,1,1/3/2017,,,
46,3,46-03,Senecio vulgaris,FV,1,5/23/2016,,,
46,3,46-03,Solanum nigrum ssp.  nigrum,FV,1,5/23/2016,,,
46,4,46-04,Arabis thaliana,FV,2,5/23/2016,,,
46,4,46-04,Arabis thaliana,FV,1,8/16/2016,,,
46,4,46-04,Arabis thaliana,EV,1,1/3/2017,,,
46,4,46-04,Capsella bursa-pastoris,EV,1,12/6/2016,,,
46,4,46-04,Cardamine hirsuta,EV,7,12/6/2016,,,
46,4,46-04,Cardamine hirsuta,EV,1,12/6/2016,,,
46,4,46-04,Cardamine hirsuta,EV,2,1/3/2017,,,
46,4,46-04,Cardamine hirsuta,EV,1,1/3/2017,,,
46,4,46-04,Chenopodium album,FV,37,5/13/2016,,,
46,4,46-04,Chenopodium album,FV,4,5/23/2016,,,
46,4,46-04,Chenopodium album,FV,1,5/30/2016,,,
46,4,46-04,Conyza canadensis,FV,3,5/23/2016,,,
46,4,46-04,Conyza canadensis,FV,3,6/21/2016,,,
46,4,46-04,Conyza canadensis,EV,1,1/3/2017,,,
46,4,46-04,Conyza canadensis,EV,1,1/3/2017,,,
46,4,46-04,Epilobium ciliatum ,FV,2,8/1/2016,,,
46,4,46-04,Epilobium ciliatum ,EV,1,1/3/2017,,,
46,4,46-04,Euphorbia peplus,FV,1,6/24/2016,,,
46,4,46-04,Juncus bufonius,FV,1,8/16/2016,,,
46,4,46-04,Matricaria chamomilla,EV,2,1/3/2017,,,
46,4,46-04,Mercurialis annua,FV,11,5/23/2016,Noen  planter priklet,,
46,4,46-04,Mercurialis annua,FV,2,6/21/2016,,,
46,4,46-04,Oxalis corniculata,FV,1,6/3/2016,,,
46,4,46-04,Rorippa palustris,FV,2,8/1/2016,,,
46,4,46-04,Rorippa sylvestris,FV,4,5/23/2016,,,
46,4,46-04,Rorippa sylvestris,FV,3,6/21/2016,,,
46,4,46-04,Rorippa sylvestris,FV,1,6/30/2016,,,
46,4,46-04,Senecio vulgaris,FV,3,5/23/2016,,,
46,4,46-04,Senecio vulgaris,FV,1,8/16/2016,,,
46,4,46-04,Sonchus oleraceus,FV,2,5/23/2016,,,
46,4,46-04,Taraxacum officinalis,FV,1,5/23/2016,,,
46,4,46-04,Urtica urens,FV,24,5/13/2016,,,
46,4,46-04,Urtica urens,FV,6,5/23/2016,,,
46,4,46-04,Urtica urens,FV,1,5/30/2016,,,
46,4,46-04,Urtica urens,FV,1,6/21/2016,,,
46,5,46-05,Betula pendula,FV,1,6/28/2016,,,
46,5,46-05,Capsella bursa-pastoris,EV,1,12/6/2016,,,
46,5,46-05,Cardamine hirsuta,EV,3,12/6/2016,,,
46,5,46-05,Chenopodium album,FV,10,5/13/2016,,,
46,5,46-05,Chenopodium album,FV,1,5/23/2016,,,
46,5,46-05,Conyza canadensis,FV,1,5/23/2016,,,
46,5,46-05,Conyza canadensis,FV,2,8/1/2016,,,
46,5,46-05,Draba verna,EV,1,1/3/2017,,,
46,5,46-05,Epilobium ciliatum ,FV,1,6/21/2016,,,
46,5,46-05,Geranium pusilllum,FV,1,5/23/2016,,,
46,5,46-05,Juncus bufonius,EV,2,12/6/2016,,,
46,5,46-05,Matricaria perforata,FV,1,6/24/2016,,,
46,5,46-05,Mercurialis annua,FV,1,6/21/2016,,,
46,5,46-05,Poa annua,FV,3,5/23/2016,,,
46,5,46-05,Poa annua,FV,1,6/21/2016,,,
46,5,46-05,Ranunculus sceleratus,FV,1,6/28/2016,,,
46,5,46-05,Rorippa palustris,FV,5,6/3/2016,,,
46,5,46-05,Rorippa palustris,FV,1,8/1/2016,,,
46,5,46-05,Rorippa sylvestris,FV,17,5/23/2016,To priklet,,
46,5,46-05,Rorippa sylvestris,FV,2,6/21/2016,,,
46,5,46-05,Rorippa sylvestris,FV,2,6/24/2016,,,
46,5,46-05,Rorippa sylvestris,FV,2,6/30/2016,,,
46,5,46-05,Rorippa sylvestris,FV,4,8/16/2016,,,
46,5,46-05,Senecio vulgaris,FV,1,5/23/2016,,,
46,5,46-05,Senecio vulgaris,FV,1,6/21/2016,,,
46,5,46-05,Solanum nigrum ssp.  nigrum,FV,1,5/23/2016,,,
46,5,46-05,Sonchus asper,FV,2,5/23/2016,,,
46,5,46-05,Sonchus oleraceus,FV,1,5/23/2016,,,
46,5,46-05,Stellaria media,FV,1,5/30/2016,,,
46,5,46-05,Taraxacum officinalis,FV,2,5/23/2016,,,
46,5,46-05,Urtica urens,FV,27,5/13/2016,,,
46,5,46-05,Urtica urens,FV,5,5/23/2016,,,
47,1,47-01,Cardamine hirsuta,EV,1,12/6/2016,,,
47,1,47-01,Chenopodium album,FV,3,5/23/2016,,,
47,1,47-01,Chenopodium album,EV,2,12/6/2016,,,
47,1,47-01,Euphorbia chamaesyce,FV,1,6/21/2016,,,
47,2,47-02,Amaranthus cf. palmeri,FV,7,6/3/2016,,,
47,2,47-02,Amaranthus cf. palmeri,FV,1,6/10/2016,,,
47,2,47-02,Coronopus didymus,FV,1,6/3/2016,,,
47,2,47-02,Euphorbia chamaesyce,FV,1,6/21/2016,,,
47,2,47-02,Euphorbia maculata,FV,1,6/21/2016,,,
47,2,47-02,Euphorbia serpens,FV,1,6/21/2016,,,
47,2,47-02,Juncus bufonius,FV,1,6/10/2016,,,
47,2,47-02,Portulaca oleracea ssp. sativa,FV,1,5/23/2016,,,
47,2,47-02,Portulaca oleracea ssp. sativa,FV,1,5/30/2016,,,
47,2,47-02,Sagina procumbens,FV,1,6/30/2016,,,
47,2,47-02,Sagina procumbens,FV,1,8/1/2016,,,
47,2,47-02,Sagina procumbens,FV,2,8/16/2016,,,
47,2,47-02,Sagina procumbens,EV,2,1/3/2017,,,
47,2,47-02,Veronica peregrina,EV,1,1/3/2017,,,
47,3,47-03,Agrostis canina ,FV,1,8/1/2016,,,
47,3,47-03,Chenopodium album,EV,1,12/6/2016,,,
47,3,47-03,Festuca rubra,FV,1,12/13/2016,05.01.2017: All ryddet vekk og bestemt. ,,
47,3,47-03,Poa annua,FV,1,6/3/2016,,,
47,3,47-03,Poa annua,FV,1,6/30/2016,,,
47,3,47-03,Poa annua,FV,1,8/16/2016,,,
47,3,47-03,Sagina procumbens,FV,1,5/30/2016,,,
47,4,47-04,Cardamine hirsuta,FV,4,5/23/2016,,,
47,4,47-04,Cardamine hirsuta,FV,1,8/1/2016,,,
47,4,47-04,Cardamine hirsuta,FV,1,8/16/2016,,,
47,4,47-04,Cardamine hirsuta,EV,1,12/6/2016,,,
47,4,47-04,Matricaria perforata,FV,1,6/3/2016,,,
47,4,47-04,Sagina procumbens,EV,1,1/3/2017,,,
47,4,47-04,Senecio vulgaris,FV,2,5/23/2016,,,
47,4,47-04,Stellaria media,FV,1,5/30/2016,,,
47,4,47-04,Stellaria media,FV,1,8/1/2016,,,
47,4,47-04,Stellaria media,FV,1,8/16/2016,,,
47,5,47-05,Juncus bufonius,FV,2,6/21/2016,,,
48,1,48-01,Chenopodium album,FV,1,5/30/2016,,,
48,1,48-01,Chenopodium album,EV,2,12/6/2016,,,
48,1,48-01,Drymocallis rupestris,FV,1,12/13/2016,,,
48,1,48-01,Gnaphalium uliginosum,FV,1,6/21/2016,,,
48,2,48-02,Capsella bursa-pastoris,EV,1,12/6/2016,,,
48,2,48-02,Cardamine hirsuta,FV,25,5/30/2016,,,
48,2,48-02,Cardamine hirsuta,FV,2,6/21/2016,,,
48,2,48-02,Cardamine hirsuta,FV,3,6/28/2016,,,
48,2,48-02,Cardamine hirsuta,FV,9,8/16/2016,,,
48,2,48-02,Cardamine hirsuta,EV,4,12/6/2016,,,
48,2,48-02,Chenopodium album,EV,1,12/6/2016,,,
48,2,48-02,Euphorbia chamaesyce,EV,1,12/6/2016,,,
48,2,48-02,Euphorbia chamaesyce,EV,1,1/3/2017,,,
48,2,48-02,Euphorbia maculata,FV,2,6/21/2016,,,
48,2,48-02,Euphorbia maculata,FV,2,8/1/2016,,,
48,2,48-02,Oxalis corniculata,FV,11,6/3/2016,,,
48,2,48-02,Oxalis corniculata,FV,2,6/21/2016,,,
48,2,48-02,Oxalis corniculata,FV,3,8/1/2016,,,
48,2,48-02,Oxalis corniculata,EV,4,1/3/2017,,,
48,2,48-02,Poa annua,FV,3,8/1/2016,,,
48,2,48-02,Poa annua,FV,1,8/16/2016,,,
48,2,48-02,Poa annua,EV,3,12/6/2016,,,
48,2,48-02,Poa annua,EV,1,1/3/2017,,,
48,2,48-02,Rosmarinus officinalis ,EV,4,1/3/2017,Trolig frø fra prydplante,,
48,2,48-02,Rosmarinus officinalis ,FV,7,8/16/2016,Trolig kulturplante selvsådd,,
48,2,48-02,Rosmarinus officinalis ,FV,2,8/1/2016,,,
48,2,48-02,Senecio vulgaris,EV,1,12/6/2016,,,
48,2,48-02,Setaria verticillata,FV,1,10/6/2016,,,
